MOLREGNO	CHEMBLID	SYNONYMS	MAX_PHASE	MOLWEIGHT	ALOGP	PSA	HBA	HBD	RO5	RTB	RO3	ACD_MOST_APKA	ACD_MOST_BPKA	ACD_LOGP	ACD_LOGD	AROMATIC_RINGS	HEAVY_ATOMS	QED_WEIGHTED	HBA_LIPINSKI	HBD_LIPINSKI	NUM_LIPINSKI_RO5_VIOLATIONS	MW_MONOISOTOPIC	MOLECULAR_SPECIES	FULL_MOLFORMULA	CANONICAL_SMILES
115797	CHEMBL415266		0	394.27	.74	151.8	8	1	0	4	N	2.41	.66	4.77	1.04	1	21	.45	8	1	0	392.9565	ACID	C10H12BrN5O3S2	Cn1nnnc1SC[C@]2(C)S[C@@H]3[C@H](Br)C(=O)N3[C@H]2C(=O)O
115798	CHEMBL305908		0	379.25	1.16	149.78	7	2	0	4	N	2.41	1.44	4.7	.97	1	20	.45	7	2	0	377.9456	ACID	C10H11BrN4O3S2	C[C@@]1(CSc2nc[nH]n2)S[C@@H]3[C@H](Br)C(=O)N3[C@H]1C(=O)O
115824	CHEMBL420370		0	429.51	-1.24	166.27	6	3	0	6	N	3.97	6.87	-.27	-3.34	2	29	.49	7	4	0	429.0817	ACID	C20H19N3O4S2	N[C@@H](C(=O)N[C@H]1[C@H]2CCC(=C(N2C1=O)C(=O)O)Sc3cccs3)c4ccccc4
115890	CHEMBL73450		0	392.29	1.52	126.02	6	1	0	4	N	2.41	5.22	5.41	1.73	1	21	.47	6	1	0	390.966	ACID	C12H14BrN3O3S2	Cn1ccnc1SC[C@]2(C)S[C@@H]3[C@H](Br)C(=O)N3[C@H]2C(=O)O
115892	CHEMBL311886		0	269.34	1.94	63.68	4	0	0	8	N			2.27	2.27	0	19	.5	5	0	0	269.1627	NEUTRAL	C14H23NO4	CCCC(=O)OC[C@@H](C)[C@H]1CN(C(=O)CCC)C1=O
115893	CHEMBL431182		0	269.34	1.72	63.68	4	0	0	8	N			2.27	2.27	0	19	.38	5	0	0	269.1627	NEUTRAL	C14H23NO4	CCCCCC(=O)N1C[C@H]([C@H](C)COC(=O)C)C1=O
116059	CHEMBL75220		0	267.32	.65	66.84	4	1	0	4	N			1.35	1.35	0	19	.46	5	1	0	267.1471	NEUTRAL	C14H21NO4	C[C@@H](O)[C@@H]1[C@H]2C\C(=C/C(=O)OC(C)(C)C)\CN2C1=O
116063	CHEMBL419820		0	285.36	.72	92.14	5	1	0	4	N			.93	.93	0	19	.36	5	1	0	285.1035	NEUTRAL	C13H19NO4S	C[C@@H](O)[C@@H]1[C@H]2C\C(=C/C(=O)OC(C)(C)C)\SN2C1=O
116497	CHEMBL311390		0	303.4	1.88	117.44	6	1	0	4	N			1.83	1.83	0	19	.37	5	1	0	303.0599	NEUTRAL	C12H17NO4S2	C[C@@H](O)[C@H]1[C@@H]2S\C(=C/C(=O)OC(C)(C)C)\SN2C1=O
116566	CHEMBL311459		0	317.4	2.9	71.91	4	0	0	5	N			1.87	1.87	1	22	.62	4	0	0	317.1086	NEUTRAL	C17H19NO3S	CC(C)C1[C@H]2SC(=C(N2C1=O)C(=O)OCc3ccccc3)C
116602	CHEMBL73833		0	402.39	2.32	101.01	5	1	0	6	N	8.6		4.22	4.19	1	27	.58	6	1	0	402.0861	NEUTRAL	C17H17F3N2O4S	CC1(C)S[C@@H]2[C@H](NC(=O)C(F)(F)F)C(=O)N2[C@H]1C(=O)OCc3ccccc3
116765	CHEMBL72774		0	448.41	1.51	109.44	6	0	0	6	N			2.61	2.61	1	30	.48	8	0	0	448.0916	NEUTRAL	C18H19F3N2O6S	CN([C@H]1[C@@H]2N([C@@H](C(=O)OCc3ccccc3)C(C)(C)S2(=O)=O)C1=O)C(=O)C(F)(F)F
116766	CHEMBL308161		0	426.29	.73	118.22	6	1	0	6	N	8.19		1.45	1.38	0	27	.38	8	1	0	426.032	NEUTRAL	C12H12F6N2O6S	CC1(C)[C@@H](N2[C@@H]([C@H](NC(=O)C(F)(F)F)C2=O)S1(=O)=O)C(=O)OCC(F)(F)F
116769	CHEMBL74344		0	379.47	4.14	71.91	4	0	0	6	N			3.02	3.02	2	27	.56	4	0	0	379.1242	NEUTRAL	C22H21NO3S	CC(C)C1[C@H]2SC(=C(N2C1=O)C(=O)OCc3ccccc3)c4ccccc4
116770	CHEMBL73644		0	434.39	1.31	118.22	6	1	0	6	N	8.24		2.33	2.27	1	29	.53	8	1	0	434.0759	NEUTRAL	C17H17F3N2O6S	CC1(C)[C@@H](N2[C@@H]([C@H](NC(=O)C(F)(F)F)C2=O)S1(=O)=O)C(=O)OCc3ccccc3
116827	CHEMBL307886		0	275.32	1.73	71.91	4	0	0	4	N			.47	.47	1	19	.62	4	0	0	275.0616	NEUTRAL	C14H13NO3S	CC1=C(N2[C@@H](CC2=O)S1)C(=O)OCc3ccccc3
116829	CHEMBL76180		0	337.39	2.97	71.91	4	0	0	5	N			1.62	1.62	2	24	.62	4	0	0	337.0773	NEUTRAL	C19H15NO3S	O=C(OCc1ccccc1)C2=C(S[C@@H]3CC(=O)N23)c4ccccc4
116996	CHEMBL306859		0	285.36	.85	92.14	5	1	0	4	N			2.98	2.98	0	19	.47	5	1	0	285.1035	NEUTRAL	C13H19NO4S	C[C@@H](O)[C@@H]1[C@H]2S\C(=C/C(=O)OC(C)(C)C)\CN2C1=O
117040	CHEMBL74813		0	303.4	1.88	117.44	6	1	0	4	N			1.83	1.83	0	19	.37	5	1	0	303.0599	NEUTRAL	C12H17NO4S2	C[C@@H](O)[C@@H]1[C@H]2S\C(=C\C(=O)OC(C)(C)C)\SN2C1=O
117041	CHEMBL76445		0	421.53	3.96	123.51	7	0	0	8	N			4.11	4.11	1	28	.27	6	0	0	421.1018	NEUTRAL	C20H23NO5S2	C[C@@H](OC(=O)Cc1ccccc1)[C@@H]2[C@H]3S\C(=C/C(=O)OC(C)(C)C)\SN3C2=O
117113	CHEMBL72889		0	303.4	1.88	117.44	6	1	0	4	N			1.83	1.83	0	19	.37	5	1	0	303.0599	NEUTRAL	C12H17NO4S2	C[C@@H](O)[C@@H]1[C@H]2S\C(=C/C(=O)OC(C)(C)C)\SN2C1=O
117173	CHEMBL305841		0	319.37	.24	98.36	6	0	0	4	N			1.89	1.89	0	21	.54	7	0	0	319.109	NEUTRAL	C13H21NO6S	CO[C@@H]1[C@@H]2N([C@@H](C(=O)OC(C)(C)C)C(C)(C)S2(=O)=O)C1=O
117278	CHEMBL308355		0	277.29	-.69	98.36	6	0	0	3	N			.61	.61	0	18	.5	7	0	0	277.062	NEUTRAL	C10H15NO6S	CO[C@@H]1[C@@H]2N([C@@H](C(=O)OC)C(C)(C)S2(=O)=O)C1=O
117280	CHEMBL308313		0	429.49	2.48	98.36	6	0	0	7	N			3.98	3.98	2	30	.5	7	0	0	429.1246	NEUTRAL	C22H23NO6S	CC1(C)[C@@H](N2[C@@H]([C@@H](OCc3ccccc3)C2=O)S1(=O)=O)C(=O)OCc4ccccc4
117309	CHEMBL75615		0	448.41	1.51	109.44	6	0	0	6	N			2.61	2.61	1	30	.48	8	0	0	448.0916	NEUTRAL	C18H19F3N2O6S	CN([C@@H]1[C@@H]2N([C@@H](C(=O)OCc3ccccc3)C(C)(C)S2(=O)=O)C1=O)C(=O)C(F)(F)F
117317	CHEMBL75519		0	345.29	.32	98.36	6	0	0	5	N			1.52	1.52	0	22	.53	7	0	0	345.0494	NEUTRAL	C11H14F3NO6S	CO[C@@H]1[C@@H]2N([C@@H](C(=O)OCC(F)(F)F)C(C)(C)S2(=O)=O)C1=O
117379	CHEMBL72575		0	431.53	2.6	140.81	8	0	0	8	N		.67	1.43	1.43	2	29	.35	8	0	0	431.1086	NEUTRAL	C19H21N5O3S2	CC(C)C1[C@H]2SC(=C(N2C1=O)C(=O)OCc3ccccc3)CSc4nnnn4C
117383	CHEMBL306508		0	426.29	.73	118.22	6	1	0	6	N	8.19		1.45	1.38	0	27	.38	8	1	0	426.032	NEUTRAL	C12H12F6N2O6S	CC1(C)[C@@H](N2[C@@H]([C@@H](NC(=O)C(F)(F)F)C2=O)S1(=O)=O)C(=O)OCC(F)(F)F
117384	CHEMBL306927		0	402.39	2.32	101.01	5	1	0	6	N	8.6		4.22	4.19	1	27	.58	6	1	0	402.0861	NEUTRAL	C17H17F3N2O4S	CC1(C)S[C@@H]2[C@@H](NC(=O)C(F)(F)F)C(=O)N2[C@H]1C(=O)OCc3ccccc3
117391	CHEMBL430994		0	351.42	3.29	71.91	4	0	0	6	N			2.33	2.33	2	25	.59	4	0	0	351.0929	NEUTRAL	C20H17NO3S	O=C(OCc1ccccc1)C2=C(Cc3ccccc3)S[C@@H]4CC(=O)N24
117397	CHEMBL431769		0	368.38	3.26	95.94	5	2	0	6	N	4.3		2.43	-.4	2	27	.76	7	2	0	368.1372	ACID	C20H20N2O5	CCC1C(Oc2ccc(cc2)C(=O)O)N(C(=O)NCc3ccccc3)C1=O
117415	CHEMBL308061		0	347.43	3.4	81.14	5	0	0	7	N			2.65	2.65	1	24	.56	5	0	0	347.1191	NEUTRAL	C18H21NO4S	CCOC1=C(N2[C@H](S1)C(C(C)C)C2=O)C(=O)OCc3ccccc3
117421	CHEMBL73033		0	434.39	1.31	118.22	6	1	0	6	N	8.24		2.33	2.27	1	29	.53	8	1	0	434.0759	NEUTRAL	C17H17F3N2O6S	CC1(C)[C@@H](N2[C@@H]([C@@H](NC(=O)C(F)(F)F)C2=O)S1(=O)=O)C(=O)OCc3ccccc3
117493	CHEMBL306533		0	365.47	2.54	117.44	6	1	0	7	N			1.24	1.24	1	24	.59	5	1	0	365.0755	NEUTRAL	C17H19NO4S2	CCSC1=C(N2[C@H](S1)C(C(C)O)C2=O)C(=O)OCc3ccccc3
117504	CHEMBL74947		0	486.54	2.47	127.46	7	1	0	9	N	12.36		2.46	2.46	2	34	.43	9	1	0	486.1461	NEUTRAL	C24H26N2O7S	CC1(C)[C@@H](N2[C@@H]([C@@H](COC(=O)NCc3ccccc3)C2=O)S1(=O)=O)C(=O)OCc4ccccc4
117529	CHEMBL74147		0	393.5	4.46	71.91	4	0	0	7	N			3.73	3.73	2	28	.51	4	0	0	393.1399	NEUTRAL	C23H23NO3S	CC(C)C1[C@H]2SC(=C(N2C1=O)C(=O)OCc3ccccc3)Cc4ccccc4
117536	CHEMBL74598		0	486.54	2.47	127.46	7	1	0	9	N	12.36		2.46	2.46	2	34	.43	9	1	0	486.1461	NEUTRAL	C24H26N2O7S	CC1(C)[C@@H](N2[C@@H]([C@H](COC(=O)NCc3ccccc3)C2=O)S1(=O)=O)C(=O)OCc4ccccc4
117563	CHEMBL305625		0	365.45	3.88	71.91	4	0	0	6	N			2.67	2.67	2	26	.58	4	0	0	365.1086	NEUTRAL	C21H19NO3S	CCC1[C@H]2SC(=C(N2C1=O)C(=O)OCc3ccccc3)c4ccccc4
117584	CHEMBL74769		0	473.5	2.37	124.66	8	0	0	9	N			3.26	3.26	2	33	.4	9	0	0	473.1144	NEUTRAL	C23H23NO8S	CC1(C)[C@@H](N2[C@@H]([C@@H](OC(=O)COc3ccccc3)C2=O)S1(=O)=O)C(=O)OCc4ccccc4
117650	CHEMBL307509		0	457.5	2.56	115.43	7	0	0	8	N			3.27	3.27	2	32	.44	8	0	0	457.1195	NEUTRAL	C23H23NO7S	CC1(C)[C@@H](N2[C@@H]([C@@H](OC(=O)Cc3ccccc3)C2=O)S1(=O)=O)C(=O)OCc4ccccc4
117651	CHEMBL307200		0	381.4	.87	115.43	7	0	0	6	N			1.68	1.68	1	26	.53	8	0	0	381.0882	NEUTRAL	C17H19NO7S	CC(=O)O[C@@H]1[C@@H]2N([C@@H](C(=O)OCc3ccccc3)C(C)(C)S2(=O)=O)C1=O
117667	CHEMBL307622		0	415.34	-1.24	149.53	7	2	0	5	N	3.57		.25	-3.42	0	27	.53	10	2	0	415.0661	ACID	C13H16F3N3O7S	CN(CC(=O)O)C(=O)[C@@H]1N2[C@@H]([C@H](NC(=O)C(F)(F)F)C2=O)S(=O)(=O)C1(C)C
117683	CHEMBL75271		0	475.44	.4	143.29	6	2	0	6	N	4.22		.32	-2.61	1	32	.57	9	2	0	475.1025	ACID	C19H20F3N3O6S	CN(Cc1ccc(cc1)C(=O)O)C(=O)[C@@H]2N3[C@@H]([C@@H](NC(=O)C(F)(F)F)C3=O)[S+]([O-])C2(C)C
117685	CHEMBL430991		0	334.35	-1.65	129.66	7	1	0	4	N	3.57		.32	-3.31	0	22	.61	9	1	0	334.0835	ACID	C12H18N2O7S	CO[C@@H]1[C@@H]2N([C@@H](C(=O)N(C)CC(=O)O)C(C)(C)S2(=O)=O)C1=O
117749	CHEMBL74648		0	367.42	.89	109.36	6	1	0	5	N	13.94		1.13	1.13	1	25	.61	7	1	0	367.109	NEUTRAL	C17H21NO6S	CC(O)[C@@H]1[C@@H]2N([C@@H](C(=O)OCc3ccccc3)C(C)(C)S2(=O)=O)C1=O
117761	CHEMBL308783		0	367.42	1.24	98.36	6	0	0	6	N			2.9	2.9	1	25	.55	7	0	0	367.109	NEUTRAL	C17H21NO6S	CCO[C@@H]1[C@@H]2N([C@@H](C(=O)OCc3ccccc3)C(C)(C)S2(=O)=O)C1=O
117826	CHEMBL307225		0	365.4	.77	109.19	6	0	0	6	N			.42	.42	1	25	.54	7	0	0	365.0933	NEUTRAL	C17H19NO6S	CC(=O)O[C@@H]1[C@H]2N([C@@H](C(=O)OCc3ccccc3)C(C)(C)[S+]2[O-])C1=O
117827	CHEMBL75506		0	349.4	1.88	98.2	6	0	0	6	N			3.57	3.57	1	24	.57	6	0	0	349.0984	NEUTRAL	C17H19NO5S	CC(=O)O[C@@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(=O)OCc3ccccc3
117828	CHEMBL76333		0	353.39	.9	98.36	6	0	0	5	N			2.4	2.4	1	24	.58	7	0	0	353.0933	NEUTRAL	C16H19NO6S	CO[C@@H]1[C@@H]2N([C@@H](C(=O)OCc3ccccc3)C(C)(C)S2(=O)=O)C1=O
118260	CHEMBL76123		0	475.44	.4	143.29	6	2	0	6	N	4.22		.32	-2.61	1	32	.57	9	2	0	475.1025	ACID	C19H20F3N3O6S	CN(Cc1ccc(cc1)C(=O)O)C(=O)[C@@H]2N3[C@H]([C@@H](NC(=O)C(F)(F)F)C3=O)[S+]([O-])C2(C)C
118261	CHEMBL308519		0	441.38	-.64	149.53	7	2	0	4	N	3.11		1.43	-2.24	0	29	.55	10	2	0	441.0818	ACID	C15H18F3N3O7S	CC1(C)[C@@H](N2[C@@H]([C@H](NC(=O)C(F)(F)F)C2=O)S1(=O)=O)C(=O)N3CCC[C@@H]3C(=O)O
118273	CHEMBL306565		0	462.4	.84	149.29	7	2	0	7	N	4.08		.34	-2.63	1	31	.45	9	2	0	462.0709	ACID	C18H17F3N2O7S	CC1(C)[C@@H](N2[C@@H]([C@@H](NC(=O)C(F)(F)F)C2=O)[S+]1[O-])C(=O)OCc3ccc(cc3)C(=O)O
118396	CHEMBL308040		0	368.38	3.26	95.94	5	2	0	6	N	4.3		2.43	-.4	2	27	.76	7	2	0	368.1372	ACID	C20H20N2O5	CC[C@H]1[C@H](Oc2ccc(cc2)C(=O)O)N(C(=O)NCc3ccccc3)C1=O
118444	CHEMBL74483		0	368.38	3.26	95.94	5	2	0	6	N	4.3		2.43	-.4	2	27	.76	7	2	0	368.1372	ACID	C20H20N2O5	CC[C@H]1[C@@H](Oc2ccc(cc2)C(=O)O)N(C(=O)NCc3ccccc3)C1=O
118445	CHEMBL305708		0	368.38	3.26	95.94	5	2	0	6	N	4.3		2.43	-.4	2	27	.76	7	2	0	368.1372	ACID	C20H20N2O5	CC[C@@H]1[C@@H](Oc2ccc(cc2)C(=O)O)N(C(=O)NCc3ccccc3)C1=O
118447	CHEMBL75236		0	368.38	3.26	95.94	5	2	0	6	N	4.3		2.43	-.4	2	27	.76	7	2	0	368.1372	ACID	C20H20N2O5	CC[C@@H]1[C@H](Oc2ccc(cc2)C(=O)O)N(C(=O)NCc3ccccc3)C1=O
118465	CHEMBL306298		0	491.44	.49	149.53	7	2	0	6	N	4.22		1.25	-1.69	1	33	.55	10	2	0	491.0974	ACID	C19H20F3N3O7S	CN(Cc1ccc(cc1)C(=O)O)C(=O)[C@@H]2N3[C@@H]([C@H](NC(=O)C(F)(F)F)C3=O)S(=O)(=O)C2(C)C
118466	CHEMBL72939		0	441.38	-.64	149.53	7	2	0	4	N	3.11		1.43	-2.24	0	29	.55	10	2	0	441.0818	ACID	C15H18F3N3O7S	CC1(C)[C@@H](N2[C@@H]([C@@H](NC(=O)C(F)(F)F)C2=O)S1(=O)=O)C(=O)N3CCC[C@@H]3C(=O)O
118479	CHEMBL312760		0	478.4	.94	155.52	8	2	0	7	N	4.08		1.6	-1.38	1	32	.43	10	2	0	478.0658	ACID	C18H17F3N2O8S	CC1(C)[C@@H](N2[C@@H]([C@@H](NC(=O)C(F)(F)F)C2=O)S1(=O)=O)C(=O)OCc3ccc(cc3)C(=O)O
118480	CHEMBL76220		0	478.4	.94	155.52	8	2	0	7	N	4.08		1.6	-1.38	1	32	.43	10	2	0	478.0658	ACID	C18H17F3N2O8S	CC1(C)[C@@H](N2[C@@H]([C@H](NC(=O)C(F)(F)F)C2=O)S1(=O)=O)C(=O)OCc3ccc(cc3)C(=O)O
118530	CHEMBL74082		0	492.42	1.14	146.73	8	1	0	7	N	4.08		1.88	-1.04	1	33	.44	10	1	0	492.0814	ACID	C19H19F3N2O8S	CN([C@@H]1[C@@H]2N([C@@H](C(=O)OCc3ccc(cc3)C(=O)O)C(C)(C)S2(=O)=O)C1=O)C(=O)C(F)(F)F
118895	CHEMBL74820		0	397.4	.52	135.66	8	1	0	6	N	4.08		1.67	-1.26	1	27	.54	9	1	0	397.0831	ACID	C17H19NO8S	CO[C@@H]1[C@@H]2N([C@@H](C(=O)OCc3ccc(cc3)C(=O)O)C(C)(C)S2(=O)=O)C1=O
118906	CHEMBL446371	L-658758	0	416.4	-1.72	155.96	9	1	0	6	N	3.71		-3.38	-6.79	0	28	.39	11	1	1	416.089	ACID	C16H20N2O9S	CO[C@@H]1[C@@H]2N(C1=O)C(=C(COC(=O)C)CS2(=O)=O)C(=O)N3CCC[C@H]3C(=O)O
118907	CHEMBL306251		0	390.37	-2.32	155.96	9	1	0	7	N	3.8		-3.4	-6.98	0	26	.37	11	1	1	390.0733	ACID	C14H18N2O9S	CO[C@@H]1[C@@H]2N(C1=O)C(=C(COC(=O)C)CS2(=O)=O)C(=O)N(C)CC(=O)O
118909	CHEMBL73255		0	466.46	-.59	155.97	9	1	0	8	N	4.25		-2.52	-5.4	1	32	.39	11	1	1	466.1046	ACID	C20H22N2O9S	CO[C@@H]1[C@@H]2N(C1=O)C(=C(COC(=O)C)CS2(=O)=O)C(=O)N(C)Cc3ccc(cc3)C(=O)O
119013	CHEMBL73926		0	415.34	-1.24	149.53	7	2	0	5	N	3.57		.25	-3.42	0	27	.53	10	2	0	415.0661	ACID	C13H16F3N3O7S	CN(CC(=O)O)C(=O)[C@@H]1N2[C@@H]([C@@H](NC(=O)C(F)(F)F)C2=O)S(=O)(=O)C1(C)C
119014	CHEMBL74046		0	491.44	.49	149.53	7	2	0	6	N	4.22		1.25	-1.69	1	33	.55	10	2	0	491.0974	ACID	C19H20F3N3O7S	CN(Cc1ccc(cc1)C(=O)O)C(=O)[C@@H]2N3[C@@H]([C@@H](NC(=O)C(F)(F)F)C3=O)S(=O)(=O)C2(C)C
119046	CHEMBL440309		0	453.42	-.15	161.96	10	1	0	9	N	4.1		-1.7	-4.62	1	31	.39	11	1	1	453.073	ACID	C19H19NO10S	CO[C@@H]1[C@@H]2N(C1=O)C(=C(COC(=O)C)CS2(=O)=O)C(=O)OCc3ccc(cc3)C(=O)O
119341	CHEMBL78189		0	411.43	.87	135.66	8	1	0	7	N	4.08		2.18	-.75	1	28	.52	9	1	0	411.0988	ACID	C18H21NO8S	CCO[C@@H]1[C@@H]2N([C@@H](C(=O)OCc3ccc(cc3)C(=O)O)C(C)(C)S2(=O)=O)C1=O
119379	CHEMBL306413		0	462.4	.84	149.29	7	2	0	7	N	4.08		.34	-2.63	1	31	.45	9	2	0	462.0709	ACID	C18H17F3N2O7S	CC1(C)[C@@H](N2[C@H]([C@@H](NC(=O)C(F)(F)F)C2=O)[S+]1[O-])C(=O)OCc3ccc(cc3)C(=O)O
120521	CHEMBL74711	LY-235879	0	505.55	.2	265.67	11	3	2	7	N	3.79	1.71	-1.94	-5.38	2	33	.26	12	4	1	505.0297	ACID	C18H15N7O5S3	CO\N=C(/C(=O)N[C@H]1[C@H]2CCC(=C(N2C1=O)C(=O)O)Sc3ncc(C#N)s3)\c4csc(N)n4
120562	CHEMBL78043		0	405.51	-1.04	138.03	6	3	0	8	N	2.45	10.49	2.11	-.39	1	28	.37	7	4	0	405.1722	ZWITTERION	C20H27N3O4S	CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](CCCCN)c3ccccc3)C(=O)N2[C@H]1C(=O)O
120586	CHEMBL73195	LY-219641	0	525.54	.05	287.7	12	3	2	8	N	3.77	1.71	-.95	-4.39	2	34	.18	14	4	1	525.0195	ACID	C17H15N7O7S3	CO\N=C(/C(=O)N[C@H]1[C@H]2CCC(=C(N2C1=O)C(=O)O)Sc3ncc(s3)[N+](=O)[O-])\c4csc(N)n4
120618	CHEMBL78244		0	405.51	-1.04	138.03	6	3	0	8	N	2.45	10.49	2.11	-.39	1	28	.37	7	4	0	405.1722	ZWITTERION	C20H27N3O4S	CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](CCCCN)c3ccccc3)C(=O)N2[C@H]1C(=O)O
120660	CHEMBL74501		0	447.55	1.46	141.1	6	3	0	9	N	2.45		1.88	-1.84	1	31	.39	8	3	0	447.1828	ACID	C22H29N3O5S	CC(=O)NCCCC[C@H](C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(=O)O)c3ccccc3
120690	CHEMBL312755		0	334.39	1.12	112.01	5	2	0	4	N	2.45		1.92	-1.81	1	23	.8	6	2	0	334.0987	ACID	C16H18N2O4S	CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O
120692	CHEMBL72556		0	447.55	1.46	141.1	6	3	0	9	N	2.45		1.88	-1.84	1	31	.39	8	3	0	447.1828	ACID	C22H29N3O5S	CC(=O)NCCCC[C@@H](C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(=O)O)c3ccccc3
121112	CHEMBL75125	LY-206970	0	557.56	.45	287.7	12	3	2	10	N	3.76	1.54	-.65	-4.12	2	36	.12	14	4	1	557.0257	ACID	C18H16FN7O7S3	Nc1nc(cs1)\C(=N\OCCF)\C(=O)N[C@H]2[C@H]3CCC(=C(N3C2=O)C(=O)O)Sc4ncc(s4)[N+](=O)[O-]
121116	CHEMBL74588	LY-235535	0	558.63	-.32	284.39	12	3	2	8	N	3.79	1.71	-2.45	-5.88	2	35	.21	13	4	1	558.012	ACID	C18H18N6O7S4	CO\N=C(/C(=O)N[C@H]1[C@H]2CCC(=C(N2C1=O)C(=O)O)Sc3ncc(s3)S(=O)(=O)C)\c4csc(N)n4
121132	CHEMBL307737	LY-225789	0	548.54	1.27	241.87	10	3	1	8	N	3.8	1.71	-.62	-4.05	2	35	.24	11	4	1	548.0218	ACID	C18H15F3N6O5S3	CO\N=C(/C(=O)N[C@H]1[C@H]2CCC(=C(N2C1=O)C(=O)O)Sc3ncc(s3)C(F)(F)F)\c4csc(N)n4
125328	CHEMBL431967		0	527.55	-4.99	240.11	11	5	2	9	N	4.27	8.36	-2.15	-4.68	0	36	.18	14	7	2	527.1686	ACID	C21H29N5O9S	C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(=O)O)S[C@@H]3CN[C@@H](C3)C(=O)N4C[C@H](OC(=O)N)[C@H](C4)OC(=O)N
125459	CHEMBL419468		0	441.5	-5.33	175.94	9	5	0	5	N	4.27	8.36	-2.43	-4.99	0	30	.26	10	5	0	441.157	ACID	C19H27N3O7S	C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(=O)O)S[C@H]3CN[C@@H](C3)C(=O)N4C[C@@H](O)[C@H](O)C4
125461	CHEMBL80299		0	525.57	-4.57	188.07	11	3	2	9	N	4.27	8.36	-1.09	-3.62	0	36	.19	12	3	1	525.1781	ACID	C23H31N3O9S	C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(=O)O)S[C@@H]3CN[C@@H](C3)C(=O)N4C[C@H](OC(=O)C)[C@H](C4)OC(=O)C
125488	CHEMBL80835		0	441.5	-5.33	175.94	9	5	0	5	N	4.27	8.36	-2.43	-4.99	0	30	.26	10	5	0	441.157	ACID	C19H27N3O7S	C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(=O)O)S[C@H]3CN[C@@H](C3)C(=O)N4C[C@H](O)[C@@H](O)C4
125545	CHEMBL409086		0	504.55	-1.2	166.24	9	3	1	8	N	4.27	8.89	-.42	-2.93	1	33	.22	8	3	0	504.1113	ZWITTERION	C20H23F3N4O4S2	C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(=O)O)S[C@@H]3CN[C@H](CSc4nccc(n4)C(F)(F)F)C3
125583	CHEMBL80452		0	456.6	-2.58	194.48	9	3	0	7	N	4.27	8.85	-1.31	-3.82	1	29	.29	8	3	0	456.096	ZWITTERION	C18H24N4O4S3	C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(=O)O)S[C@@H]3CN[C@H](CSc4nnc(C)s4)C3
125584	CHEMBL309832		0	439.55	-3.2	171.17	9	3	0	7	N	4.27	8.97	-1.16	-3.67	1	29	.29	9	3	0	439.1348	ZWITTERION	C18H25N5O4S2	C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(=O)O)S[C@@H]3CN[C@H](CSc4nncn4C)C3
125585	CHEMBL80048		0	436.55	-2.57	166.24	9	3	0	7	N	4.27	8.98	-.8	-3.31	1	29	.24	8	3	0	436.1239	ZWITTERION	C19H24N4O4S2	C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(=O)O)S[C@@H]3CN[C@H](CSc4ncccn4)C3
125895	CHEMBL79209		0	525.57	-4.57	188.07	11	3	2	9	N	4.27	8.36	-1.09	-3.62	0	36	.19	12	3	1	525.1781	ACID	C23H31N3O9S	C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(=O)O)S[C@@H]3CN[C@@H](C3)C(=O)N4C[C@@H](OC(=O)C)[C@@H](C4)OC(=O)C
126032	CHEMBL312609		0	492.61	-2.71	182.45	9	4	0	8	N	4.27	9.05	-2.55	-5.06	1	33	.22	9	4	0	492.1501	ZWITTERION	C22H28N4O5S2	CNC(=O)c1cccnc1SC[C@@H]2C[C@@H](CN2)SC3=C(N4[C@H]([C@H]3C)[C@@H]([C@@H](C)O)C4=O)C(=O)O
126033	CHEMBL79053		0	451.56	-2.16	173.58	9	4	0	7	N	4.27	9.31	-1.6	-4.63	1	30	.27	8	4	0	451.1236	ZWITTERION	C20H25N3O5S2	C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(=O)O)S[C@@H]3CN[C@H](CSc4ncccc4O)C3
