SMILES,MUTATED,REACTION,DESCRIPTION
*c1cnc2cnnnc2c1*,*c1cnc2cncnc2c1*,"[s;x2;r5;!+;!-;$(*([c;r5])[c;r5]):1]>>[n;H1:1],[o:1]","aromatic sulfur in 5 membered ring, bonded to 2 carbons"
c1cnc2nocc2n1,c1cnc2nocc2c1,"[s;x2;r5;!+;!-;$(*([c;r5])[c;r5]):1]>>[n;H1:1],[o:1]","aromatic sulfur in 5 membered ring, bonded to 2 carbons"
c1cnc2cscc2c1,c1ccc2cscc2c1,"[s;x2;r5;!+;!-;$(*([c;r5])[c;r5]):1]>>[n;H1:1],[o:1]","aromatic sulfur in 5 membered ring, bonded to 2 carbons"
*c1csc2onnc12,*c1c[nH]c2onnc12,"[o,s;x2;r5;!+;!-:1]([c;x2;r5:2])[n;x2;r5;+:3]>>[c:1]([c:2])[n;+0:3]","aromatic oxygen or sulfur in 5 membered ring, bonded to 1 carbon, 1 nitrogen in ring with a charge"
*c1ncc2ccnnc2c1*,*c1nnc2ccnnc2c1*,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
*c1ncc2ccnnc2c1*,*c1ncc2ncnnc2c1*,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
*c1ncc2ccnnc2c1*,*c1ncc2cnnnc2c1*,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
*c1ncc2ccnnc2c1*,*c1ncc2cccnc2c1*,"[s;x2;r5;!+;!-;$(*([c;r5])[c;r5]):1]>>[n;H1:1],[o:1]","aromatic sulfur in 5 membered ring, bonded to 2 carbons"
c1nncc2nscc12,c1nncc2cscc12,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
*c1ccc2cnnnc2c1*,*c1ccc2cncnc2c1*,"[s;x2;r5;!+;!-;$(*([c;r5])[c;r5]):1]>>[n;H1:1],[o:1]","aromatic sulfur in 5 membered ring, bonded to 2 carbons"
*c1csnn1,*c1cc[nH]n1,"[o;x2;r5;!+;!-:1]([c;x2;r5:2])[n;x2;r5;h0;D3;!+;!-:3]>>[n;H1:1]([c:2])[n:3],[s:1]([c:2])[n:3]","aromatic oxygen in 5 membered ring, bonded to 1 carbon, 1 nitrogen with no charge bonded to 3 atoms "
*c1cnc2ccnnc2c1*,*c1cnc2ncnnc2c1*,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
*c1cnc2ccnnc2c1*,*c1cnc2cccnc2c1*,"[s;x2;r5;!+;!-;$(*([c;r5])[c;r5]):1]>>[n;H1:1],[o:1]","aromatic sulfur in 5 membered ring, bonded to 2 carbons"
c1nn2nncc2s1,c1nn2nnnc2s1,[c;x2;D2;r5:1]([c:2])[n;x2;r5;h1;!+;!-:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and no charge"
c1nnc2[nH]nnn12,c1nnc2onnn12,>>No mutations,"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, no charge"
c1nnc2[nH]nnn12,c1nnc2snnn12,[n;x2;r6;h1;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, charged"
c1nnc2[nH]nnn12,c1ncn2nn[nH]c12,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
c1nnc2[nH]nnn12,c1nnc2[nH]ncn12,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
*c1n[nH]c2snnc12,*c1noc2snnc12,>>No mutations,"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, no charge"
*c1n[nH]c2snnc12,*c1c[nH]c2snnc12,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
*c1nnn2nn[nH]c12,*c1nnn2nnoc12,>>No mutations,"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, no charge"
*c1nnn2nn[nH]c12,*c1nnn2nnsc12,[n;x2;r6;h1;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, charged"
*c1ncn2nn[nH]c12,*c1ncn2nnoc12,>>No mutations,"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, no charge"
*c1ncn2nn[nH]c12,*c1ncn2nnsc12,[n;x2;r6;h1;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, charged"
c1cn2nnnc2[nH]1,c1n[nH]c2nnnn12,[c;x2;D2;r5:1]([c;x2;r5:2])[n;h0;+;x2;r5:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with no H and with charge"
*c1cnc2cccnc2c1*,*c1nnc2cccnc2c1*,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
*c1cnc2cccnc2c1*,*c1cnc2nccnc2c1*,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
c1nn2nncc2[nH]1,c1nnn2nn[nH]c12,[c;x2;D2;r5:1]([n;x2;r5:2])[n;x2;r5:3]>>[n:1]([n:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 2 nitrogens"
c1cc2sncn2c1,c1ncn2cnsc12,[n;x2;X2;r5;h0;!+;!-;$(*[a;r5][a;r5]):1]>>[c:1],"aromatic nitrogen in 5 membered ring, bonded to 2 heavy atoms, no H, no charge"
c1cc2sncn2c1,c1cn2cnsc2n1,[n;x2;X2;r5;h0;!+;!-;$(*[a;r5][a;r5]):1]>>[c:1],"aromatic nitrogen in 5 membered ring, bonded to 2 heavy atoms, no H, no charge"
c1cc2[nH]ncn2c1,c1cn2cn[nH]c2n1,[n;x2;X2;r5;h0;!+;!-;$(*[a;r5][a;r5]):1]>>[c:1],"aromatic nitrogen in 5 membered ring, bonded to 2 heavy atoms, no H, no charge"
c1nc2[nH]nnn2n1,n1nc2[nH]nnn2n1,[c;x2;D2;r5:1]([n;x2;r5:2])[n;x2;r5:3]>>[n:1]([n:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 2 nitrogens"
c1nc2[nH]nnn2n1,c1nc2onnn2n1,>>No mutations,"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, no charge"
c1nc2[nH]nnn2n1,c1nc2snnn2n1,[n;x2;r6;h1;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, charged"
*c1cnc2cncnc2c1*,*c1nnc2cncnc2c1*,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
*c1cnc2cncnc2c1*,*c1cnc2nncnc2c1*,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
*c1cnc2nnncc2c1*,*c1nnc2nnncc2c1*,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
*c1cnc2nnncc2c1*,*c1cnc2nnccc2c1*,"[s;x2;r5;!+;!-;$(*([c;r5])[c;r5]):1]>>[n;H1:1],[o:1]","aromatic sulfur in 5 membered ring, bonded to 2 carbons"
c1nnnc2nonc12,c1nnnc2nocc12,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
c1ncn2nn[nH]c12,c1ncn2nnoc12,>>No mutations,"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, no charge"
c1ncn2nn[nH]c12,c1ncn2nnsc12,[n;x2;r6;h1;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, charged"
c1ncn2nn[nH]c12,c1cc2[nH]nnn2c1,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
*c1ccc2cccnc2c1*,*c1ccc2nccnc2c1*,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
c1[nH]nc2cnnnc12,c1nnnc2n[nH]nc12,[c;x2;D2;r5:1]([c;x2;r5:2])[n;h0;+;x2;r5:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with no H and with charge"
c1[nH]nc2cnnnc12,c1nncc2n[nH]cc12,"[s;x2;r5;!+;!-;$(*([c;r5])[c;r5]):1]>>[n;H1:1],[o:1]","aromatic sulfur in 5 membered ring, bonded to 2 carbons"
c1cc2c[nH]cc2cn1,c1cc2n[nH]cc2cn1,[c;x2;D2;r5:1]([c;x2;r5:2])[n;h0;+;x2;r5:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with no H and with charge"
c1cc2c[nH]cc2cn1,c1cc2c[nH]nc2cn1,[c;x2;D2;r5:1]([c;x2;r5:2])[n;h0;+;x2;r5:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with no H and with charge"
c1cc2c[nH]cc2cn1,c1ccc2c[nH]cc2c1,"[s;x2;r5;!+;!-;$(*([c;r5])[c;r5]):1]>>[n;H1:1],[o:1]","aromatic sulfur in 5 membered ring, bonded to 2 carbons"
c1cn2cnsc2n1,c1nnc2sncn12,[c;x2;D2;r5:1]([c:2])[n;x2;r5;h1;!+;!-:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and no charge"
c1cn2cnsc2n1,c1nc2sncn2n1,[c;x2;D2;r5:1]([c:2])[n;x2;r5;h1;!+;!-:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and no charge"
*c1ncno1,*c1ccno1,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
*c1cnc2nnccc2c1*,*c1nnc2nnccc2c1*,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
*c1cnc2nnccc2c1*,*c1cnc2ncccc2c1*,"[s;x2;r5;!+;!-;$(*([c;r5])[c;r5]):1]>>[n;H1:1],[o:1]","aromatic sulfur in 5 membered ring, bonded to 2 carbons"
c1cc2[nH]nnn2c1,c1cc2onnn2c1,>>No mutations,"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, no charge"
c1cc2[nH]nnn2c1,c1cc2snnn2c1,[n;x2;r6;h1;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, charged"
*c1cnc2ncccc2c1*,*c1nnc2ncccc2c1*,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
*c1ncc2cnncc2c1*,*c1ncc2cnccc2c1*,"[s;x2;r5;!+;!-;$(*([c;r5])[c;r5]):1]>>[n;H1:1],[o:1]","aromatic sulfur in 5 membered ring, bonded to 2 carbons"
*c1nn[nH]n1,*c1cn[nH]n1,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
*c1nnc2nnccc2c1*,*c1nnc2nncnc2c1*,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
*c1nnc2nnccc2c1*,*c1ncc2nnccc2c1*,"[s;x2;r5;!+;!-;$(*([c;r5])[c;r5]):1]>>[n;H1:1],[o:1]","aromatic sulfur in 5 membered ring, bonded to 2 carbons"
*c1nnc2nnccc2c1*,*c1nnc2cnccc2c1*,"[s;x2;r5;!+;!-;$(*([c;r5])[c;r5]):1]>>[n;H1:1],[o:1]","aromatic sulfur in 5 membered ring, bonded to 2 carbons"
c1cc2n[nH]cc2nn1,c1cc2n[nH]nc2nn1,[c;x2;D2;r5:1]([c;x2;r5:2])[n;h0;+;x2;r5:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with no H and with charge"
c1cc2n[nH]cc2nn1,c1nnc2c[nH]nc2n1,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
c1cc2n[nH]cc2nn1,c1cnc2c[nH]nc2c1,"[s;x2;r5;!+;!-;$(*([c;r5])[c;r5]):1]>>[n;H1:1],[o:1]","aromatic sulfur in 5 membered ring, bonded to 2 carbons"
*c1nnc2cccnc2c1*,*c1nnc2nccnc2c1*,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
*c1nnc2cccnc2c1*,*c1nnc2ccccc2c1*,"[s;x2;r5;!+;!-;$(*([c;r5])[c;r5]):1]>>[n;H1:1],[o:1]","aromatic sulfur in 5 membered ring, bonded to 2 carbons"
*c1nnn2nnsc12,*c1cnn2nnsc12,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
c1cnc2c[nH]nc2c1,c1cnc2n[nH]nc2c1,[c;x2;D2;r5:1]([c;x2;r5:2])[n;h0;+;x2;r5:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with no H and with charge"
c1cnc2c[nH]nc2c1,c1cnc2n[nH]cc2n1,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
c1cnc2c[nH]nc2c1,c1ccc2n[nH]cc2c1,"[s;x2;r5;!+;!-;$(*([c;r5])[c;r5]):1]>>[n;H1:1],[o:1]","aromatic sulfur in 5 membered ring, bonded to 2 carbons"
*c1nnn2nnoc12,*c1cnn2nnoc12,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
*c1ncc2ccncc2c1*,*c1ncc2ncncc2c1*,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
*c1nnno1,*c1cnno1,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
c1cn2nnnc2s1,c1nsc2nnnn12,[c;x2;D2;r5:1]([c;x2;r5:2])[n;x2;r5;h1;+:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and charge"
c1nc2onnn2n1,n1nc2onnn2n1,[c;x2;D2;r5:1]([n;x2;r5:2])[n;x2;r5:3]>>[n:1]([n:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 2 nitrogens"
c1nc2onnn2n1,c1cc2onnn2n1,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
c1nc2onnn2n1,c1cn2nnoc2n1,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
*c1ncc2cccnc2c1*,*c1ncc2nccnc2c1*,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
*c1ncc2cccnc2c1*,*c1ncc2cncnc2c1*,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
*c1cnc2nncnc2c1*,*c1ccc2nncnc2c1*,"[s;x2;r5;!+;!-;$(*([c;r5])[c;r5]):1]>>[n;H1:1],[o:1]","aromatic sulfur in 5 membered ring, bonded to 2 carbons"
*c1nnc2ccncc2c1*,*c1nnc2ncncc2c1*,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
c1nnc2c[nH]nc2n1,c1nnc2n[nH]nc2n1,[c;x2;D2;r5:1]([c;x2;r5:2])[n;h0;+;x2;r5:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with no H and with charge"
*c1ncc2cncnc2c1*,*c1ncc2nncnc2c1*,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
*c1cc[nH]c1,*c1cnco1,>>No mutations,"aromatic nitrogen in 5 membered ring, bonded to 3 heavy atoms, no charge"
*c1ncccn1,*c1ncncn1,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
c1nnn2cn[nH]c12,c1nnn2cnsc12,[n;x2;r6;h1;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, charged"
n1nc2onnn2n1,c1nnn2nnoc12,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
c1cc2c[nH]nc2cn1,c1cc2n[nH]nc2cn1,[c;x2;D2;r5:1]([c;x2;r5:2])[n;h0;+;x2;r5:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with no H and with charge"
c1cnc2c[nH]cc2c1,c1cnc2n[nH]cc2c1,[c;x2;D2;r5:1]([c;x2;r5:2])[n;h0;+;x2;r5:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with no H and with charge"
c1ccc2n[nH]cc2c1,c1ccc2n[nH]nc2c1,[c;x2;D2;r5:1]([c;x2;r5:2])[n;h0;+;x2;r5:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with no H and with charge"
c1cn2nn[nH]c2n1,c1cn2nnsc2n1,[n;x2;r6;h1;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, charged"
c1nncc2n[nH]cc12,c1nncc2n[nH]nc12,[c;x2;D2;r5:1]([c;x2;r5:2])[n;h0;+;x2;r5:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with no H and with charge"
c1nnnc2n[nH]nc12,c1ncc2n[nH]nc2n1,"[s;x2;r5;!+;!-;$(*([c;r5])[c;r5]):1]>>[n;H1:1],[o:1]","aromatic sulfur in 5 membered ring, bonded to 2 carbons"
*c1cnn2nnsc12,*c1ccn2nnsc12,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
*c1cnc[nH]1,*c1cnn[nH]1,[c;x2;D2;r5:1]([n;x2;r5:2])[n;x2;r5:3]>>[n:1]([n:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 2 nitrogens"
*c1cnn[nH]1,*c1cnns1,[n;x2;r6;h1;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, charged"
c1nc2snnn2n1,n1nc2snnn2n1,[c;x2;D2;r5:1]([n;x2;r5:2])[n;x2;r5:3]>>[n:1]([n:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 2 nitrogens"
c1nc2snnn2n1,c1cc2snnn2n1,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
n1nc2snnn2n1,c1nnn2nnsc12,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
*c1ncc2nnccc2c1*,*c1ncc2ncccc2c1*,"[s;x2;r5;!+;!-;$(*([c;r5])[c;r5]):1]>>[n;H1:1],[o:1]","aromatic sulfur in 5 membered ring, bonded to 2 carbons"
*c1ccn2nn[nH]c12,*c1ccn2nnoc12,>>No mutations,"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, no charge"
c1nnc2n[nH]nc2n1,c1nnc2n[nH]cc2n1,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
c1nnc2n[nH]nc2n1,c1cnc2n[nH]nc2n1,"[s;x2;r5;!+;!-;$(*([c;r5])[c;r5]):1]>>[n;H1:1],[o:1]","aromatic sulfur in 5 membered ring, bonded to 2 carbons"
*c1cnc2ncnnc2c1*,*c1nnc2ncnnc2c1*,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
c1cc2[nH]ncc2s1,c1nsc2cn[nH]c12,[c;x2;D2;r5:1]([c;x2;r5:2])[n;x2;r5;h1;+:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and charge"
c1cc2[nH]ncc2s1,c1cc2[nH]nnc2s1,[c;x2;D2;r5:1]([c:2])[n;x2;r5;h1;!+;!-:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and no charge"
c1cc2[nH]ncc2s1,c1cc2oncc2s1,>>No mutations,"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, no charge"
c1cc2[nH]ncc2s1,c1cc2sncc2s1,[n;x2;r6;h1;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, charged"
c1cc2[nH]ncc2s1,c1cc2sccc2[nH]1,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
c1cc2[nH]ncc2s1,c1cc2[nH]ncc2[nH]1,"[o,s;x2;r5;!+;!-:1]([c;x2;r5:2])[n;x2;r5;+:3]>>[c:1]([c:2])[n;+0:3]","aromatic oxygen or sulfur in 5 membered ring, bonded to 1 carbon, 1 nitrogen in ring with a charge"
c1cc2[nH]ncc2s1,c1cc2[nH]ncc2o1,"[s;x2;r5;!+;!-;$(*([c;r5])[n;h1;r5]):1]>>[n;H1:1],[o:1]","aromatic sulfur in 5 membered ring, bonded to 1 carbon, 1 nitrogen with a hydrogen"
c1cc2sccc2[nH]1,c1cc2sncc2[nH]1,[c;x2;D2;r5:1]([c;x2;r5:2])[n;x2;r5;h1;+:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and charge"
c1cc2sccc2[nH]1,c1nc2sccc2[nH]1,[n;x2;X2;r5;h0;!+;!-;$(*[a;r5][a;r5]):1]>>[c:1],"aromatic nitrogen in 5 membered ring, bonded to 2 heavy atoms, no H, no charge"
c1cc2sccc2[nH]1,c1nc2ccsc2o1,>>No mutations,"aromatic nitrogen in 5 membered ring, bonded to 3 heavy atoms, no charge"
c1cc2sccc2[nH]1,c1cc2ncsc2s1,[n;x2;X3;r5;+;$(*[a;r5][a;r5]):1]>>[c:1],"aromatic nitrogen in 5 membered ring, bonded to 3 heavy atoms, charged"
c1cc2sccc2[nH]1,c1cc2sccc2o1,>>No mutations,"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, no charge"
c1cc2sccc2[nH]1,c1cc2sccc2s1,[n;x2;r6;h1;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, charged"
c1cc2sccc2[nH]1,c1cc2[nH]ccc2[nH]1,"[o,s;x2;r5;!+;!-:1]([c;x2;r5:2])[n;x2;r5;+:3]>>[c:1]([c:2])[n;+0:3]","aromatic oxygen or sulfur in 5 membered ring, bonded to 1 carbon, 1 nitrogen in ring with a charge"
c1cc2sccc2[nH]1,c1cc2occc2[nH]1,"[s;x2;r5;!+;!-;$(*([c;r5])[n;h1;r5]):1]>>[n;H1:1],[o:1]","aromatic sulfur in 5 membered ring, bonded to 1 carbon, 1 nitrogen with a hydrogen"
c1cc2[nH]ncc2o1,c1noc2cn[nH]c12,[c;x2;D2;r5:1]([c;x2;r5:2])[n;x2;r5;h1;+:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and charge"
c1cc2[nH]ncc2o1,c1cc2[nH]nnc2o1,[c;x2;D2;r5:1]([c:2])[n;x2;r5;h1;!+;!-:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and no charge"
c1cc2[nH]ncc2o1,c1cc2oncc2o1,>>No mutations,"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, no charge"
c1cc2[nH]ncc2o1,c1cc2sncc2o1,[n;x2;r6;h1;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, charged"
